id,title,ICD9,ICD10
1664923,Membranous glomerulonephritis,['583.1'],"['N03', 'n00']"
1668291,Fibroadenoma,['217'],"['D24', 'd10']"
1669441,Lipoatrophia semicircularis,['217'],"['D24', 'd10']"
1673370,Adult attention deficit hyperactivity disorder,"['314.0', '314.0']","['F90', 'f90']"
1675675,Exophthalmos,"['376.2', '376.3']","['H052', 'h00']"
1687943,Ord's thyroiditis,['245.8'],"['E065', 'e00']"
1690106,Alcohol flush reaction,[],[]
1692549,Clavicle fracture,['810'],"['S420', 's40']"
1696052,Myeloproliferative neoplasm,"['205.1', '238.4', '289.8', '289.9']","['D471', 'd37']"
1698902,Fuchs' dystrophy,['371.5'],"['H185', 'h15']"
1706838,Hip fracture,['371.5'],"['S720', 's70']"
1712548,Neurofibromatosis type I,['237.7'],"['Q850', 'q80', 'Q85', '010']"
1714411,Urinary tract obstruction,[],[]
1716876,Glycogen storage disease type I,['271.0'],"['E740', 'e70']"
1717361,Duane syndrome,['378.7'],"['H508', 'h49']"
1719309,Viral hemorrhagic fever,['378.7'],"['A90', 'a99', 'A99', 'a90']"
1719520,Hyperkeratosis,['701.1'],"['A90', 'a99', 'A99', 'a90']"
1720874,Osgood–Schlatter disease,['732.4'],"['M925', 'm91']"
1721174,Lymphangioleiomyomatosis,['516.4'],['J84']
1725448,Bladder exstrophy,['753.5'],"['Q641', 'q60']"
1726426,Bardet–Biedl syndrome,['759.8'],"['Q878', 'q80']"
1727309,Pulmonary fibrosis,['516.3'],['J84']
1727354,Polymyositis,['710.4'],"['M332', 'm30']"
1729375,Jones fracture,"['825.2', '825.3']","['S923', 's90']"
1730061,Bundle branch block,"['426.3', '426.5']","['I444', 'i30', 'I447', 'i30', 'I45', 'i30']"
1731868,Pick's disease,['331.1'],"['G310', 'g30', 'F020', 'f00']"
1737814,Langerhans cell histiocytosis,"['202.5', '277.8', '516.5']","['C965', 'd70', 'C966', 'd70']"
1749489,Leukonychia,"['703.8', '757.5']","['L608', 'l60', 'Q844', 'q80']"
1767309,Intestinal malrotation,['751.4'],"['Q433', 'q38']"
1770635,Gerstmann–Sträussler–Scheinker syndrome,['046.7'],"['A819', 'a80']"
1772647,Uterine fibroid,['218'],"['D25', 'd10']"
1773003,Dyshidrosis,['705.8'],"['L301', 'L20']"
1780497,Oculogyric crisis,['378.8'],"['H518', 'h49']"
1793124,Isovaleric acidemia,['270.3'],"['E711', 'e70']"
1793178,Maple syrup urine disease,['270.3'],"['E710', 'e70']"
1794225,Synovial sarcoma,['270.3'],"['E710', 'e70']"
1797918,Hypoplastic left heart syndrome,['746.7'],"['Q234', 'q20']"
1812364,Eumycetoma,['746.7'],"['B470', 'b35']"
1813572,Sclerodactyly,['746.7'],"['L943', 'l80']"
1817722,Lipedema,['746.7'],"['R60', 'E88']"
1828553,Right bundle branch block,['426.4'],"['I451', 'i30']"
1834334,Reactive hypoglycemia,['251.2'],['E16']
1840468,Jacobsen syndrome,['251.2'],['E16']
1845590,X-linked ichthyosis,['757.1'],"['Q801', 'q80']"
1851370,Neurosarcoidosis,['757.1'],"['Q801', 'q80']"
1853763,Post-nasal drip,['784.9'],"['R098', 'r00']"
1864153,Fluorine deficiency,['269.3'],"['R098', 'r00']"
1876394,Cystocele,"['618.0', '618.0']","['N811', 'n80']"
1880053,Status epilepticus,['345.3'],"['G41', 'g40']"
1883516,Pancytopenia,['284.1'],"['D619', 'd61']"
1887241,Pseudomyxoma peritonei,['197.6'],['C78']
1888104,Radicular pain,['729.2'],"['M541', 'm50']"
1888305,Traction alopecia,['729.2'],"['L658', 'l60', 'L65', '852']"
1891897,Chemical pneumonitis,[],[]
1892610,Leber's hereditary optic neuropathy,['377.1'],"['H472', 'h46']"
1895094,Opportunistic infection,['377.1'],"['H472', 'h46']"
1899336,Cystinosis,['270.0'],"['E720', 'e70']"
1900228,Nemaline myopathy,['359.0'],"['G712', 'g70']"
1904359,Alopecia totalis,['359.0'],"['L630', 'l60']"
1907304,Coagulopathy,['286'],"['D65', 'd65', 'D68', 'd65']"
1907985,Smith–Lemli–Opitz syndrome,['759.8'],"['Q871', 'q80']"
1908014,Citrullinemia,['270.6'],"['E722', 'e70']"
1908043,Holocarboxylase synthetase deficiency,['270.6'],"['E722', 'e70']"
1936419,Human parainfluenza viruses,['480.2'],"['B348', 'J122', 'J204']"
1942884,Beta-ketothiolase deficiency,['480.2'],"['B348', 'J122', 'J204']"
1948256,Murine typhus,['081.0'],"['A752', 'a75']"
1959551,Occipital neuralgia,['723.8'],"['G528', 'g50', 'd10', '2007', 'R51', 'r50', 'c23', '2007', 'G44', '847']"
1964812,MOMO syndrome,['723.8'],"['G528', 'g50', 'd10', '2007', 'R51', 'r50', 'c23', '2007', 'G44', '847']"
1965365,Shoulder dystocia,['660.4'],"['O660', 'o60']"
1965394,Macroglossia,"['529.8', '750.1']","['Q382', 'q38', 'K148', 'K14']"
1971959,Norrie disease,['743.8'],"['Q158', 'q15']"
1972009,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency,['743.8'],"['Q158', 'q15']"
1976263,Mondini dysplasia,[],[]
1977327,Klippel–Feil syndrome,['756.1'],"['Q761', 'q65']"
1988622,Female sexual arousal disorder,['302.7'],"['F522', 'f50']"
1994163,Meigs' syndrome,['302.7'],['D27']
1997086,Leukodystrophy,['330.0'],"['E752', 'e75']"
1999367,Gitelman syndrome,['330.0'],"['N258', 'n25', 'E876', 'e70', 'E834', 'e70']"
2002466,Leukemoid reaction,['288.6'],"['D728', 'd70']"
2006316,Dermatographic urticaria,['708.3'],"['L503', 'l50']"
2010194,Carrion's disease,['088'],"['A440', 'A44', '800']"
2011447,Posterior ischemic optic neuropathy,['377.4'],"['H470', 'h46']"
2015269,Dysplastic nevus,['238.2'],"['D485', 'd37', 'D48', '540']"
2015427,Dysplastic nevus syndrome,['238.2'],"['D485', 'd37', 'D48', '520']"
2020081,Ameloblastoma,"['213.0', '213.1']","['D164', 'd10', 'D165', 'd10']"
2025028,Iodine deficiency,"['213.0', '213.1']","['E00', 'e00', 'E02', 'e00']"
2029171,Chromoblastomycosis,['117.2'],"['B43', 'b35']"
2029632,Xanthinuria,['277.2'],"['E798', 'e70']"
2031412,Horseshoe kidney,['753.3'],"['Q631', 'q60']"
2043857,Central serous retinopathy,['362.4'],"['H357', 'h30']"
2047055,Respiratory alkalosis,['276.3'],"['E873', 'e70']"
2051690,Tyrosinemia,['270.2'],"['E702', 'e70']"
2054250,Gastrointestinal perforation,"['569.8', '863.9']","['E702', 'e70']"
2061982,Paronychia,"['681.0', '681.1']","['L030', 'l00']"
2062095,Transposition of the great vessels,['745.1'],"['Q203', 'q20']"
2073581,Staphylococcal scalded skin syndrome,['695.8'],"['L00', 'l00']"
2087055,Erethism,['985.0'],"['T561', 't51']"
2088193,Tracheitis,['464.1'],"['J04', 'J42']"
2097334,Systemic primary carnitine deficiency,['277.8'],"['E713', 'e70']"
2098254,Myoma,[],['D21']
2102303,Cutaneous larva migrans,['126.9'],"['B769', 'b65']"
2105335,Eastern equine encephalitis,['062.2'],"['A832', 'a80']"
2105390,Mastoiditis,"['383.0', '383.1']","['H70', 'h65']"
2111995,Meleda disease,"['383.0', '383.1']","['Q828', 'q82', 'Q82', '834']"
2112692,Enchondroma,"['383.0', '383.1']","['Q828', 'q82', 'Q82', '834']"
2113705,Minimal change disease,['581.3'],"['N00', 'n00', 'N08', 'n00']"
2113730,Rasmussen's encephalitis,['323.8'],"['G048', 'g04']"
2123234,Torsion dystonia,['333.6'],"['G241', 'g24']"
2134492,Myosarcoma,['333.6'],"['G241', 'g24']"
2134495,Leiomyosarcoma,['333.6'],"['C49', 'c45', 'M48']"
2134539,Aquagenic pruritus,['333.6'],"['L298', 'l20', 'L29']"
2136876,Renal colic,['788.0'],"['N23', 'n20']"
2138187,Acute coronary syndrome,['788.0'],"['I249', 'i20']"
2139191,Breast pain,['611.7'],"['N64', 'F45']"
2143933,Rhinorrhea,['478.1'],['J348']
2154041,Laryngeal papillomatosis,['212.1'],"['D141', 'd14']"
2154069,Papilloma,['212.1'],"['D141', 'd14']"
2154533,Batten disease,['330.1'],"['E754', 'e70']"
2154796,Pityriasis rubra pilaris,['696.4'],"['L440', 'l40']"
2157229,Monoclonal gammopathy of undetermined significance,['273.1'],"['D472', 'd37']"
2161913,Proctitis,"['098.7', '556.2', '569.4']","['K512', 'k50', 'K627', 'k55', 'K628', 'k55']"
2166476,Sinus tachycardia,['427.8'],"['K512', 'k50', 'K627', 'k55', 'K628', 'k55']"
2171101,Ludwig's angina,['528.3'],['K122']
2183811,Necrotizing enterocolitis,['777.5'],"['P77', 'p75']"
2184120,Entropion,['374.0'],"['H020', 'h00', 'Q102', 'q10']"
2184861,Hyperemesis gravidarum,['643.1'],['O21']
2186340,Achilles tendon rupture,['727.6'],"['S860', 's80']"
2187652,Neuronal ceroid lipofuscinosis,['330.1'],"['E754', 'e70']"
2189112,Metachromatic leukodystrophy,['330.0'],"['E7525', 'e70']"
2191571,Gallbladder cancer,['156'],"['C23', 'c15', 'C24', 'c15']"
2191954,Lennox–Gastaut syndrome,['345.0'],"['G404', 'g40']"
2196312,Swimmer's itch,['120.3'],"['B653', 'b65']"
2200457,Landau–Kleffner syndrome,['345.8'],"['F803', 'f80']"
2201430,Oncocytoma,['345.8'],"['F803', 'f80']"
2201858,Malignant peripheral nerve sheath tumor,['345.8'],"['C47', 'c47']"
2217772,Crush syndrome,['958.5'],"['T795', 't79']"
2217913,Hemiballismus,['333.5'],"['G255', 'g20']"
2223457,Carcinoid,['209.6'],"['C75', 'c73', 'E340', 'e20']"
2223797,Saethre–Chotzen syndrome,['209.6'],"['C75', 'c73', 'E340', 'e20']"
2224016,Imperforate anus,['751.2'],"['Q423', 'q38']"
2225073,Atopic dermatitis,['691.8'],"['L20', 'l20']"
2236023,Agenesis of the corpus callosum,['691.8'],"['L20', 'l20']"
2240010,Nephritic syndrome,['580'],"['N00', 'n00', 'N01', 'n00', 'N03', 'n00', 'N05', 'n00']"
2241832,Renal osteodystrophy,['588.0'],"['N250', 'n25']"
2244264,Rat-bite fever,['026'],"['A25', 'a20']"
2244861,Ichthyosis acquisita,['701.1'],"['L850', 'l80']"
2246132,Onychomycosis,['110.1'],"['B351', 'b35']"
2252229,Nonvenereal endemic syphilis,['104'],"['A65', 'a65']"
2260123,Van der Woude syndrome,['104'],"['Q380', 'q38']"
2265011,Pityriasis,['696.5'],"['Q380', 'q38']"
2277158,Focal segmental glomerulosclerosis,['581.1'],"['N00', 'n00', 'N08', 'n00']"
2280325,Metabolic disorder,['581.1'],"['N00', 'n00', 'N08', 'n00']"
2282639,Inborn error of lipid metabolism,"['272', '277.8']","['E75', 'e70', 'E78', 'e70']"
2289967,Comedo,['706.1'],"['E75', 'e70', 'E78', 'e70']"
2294685,Pulmonary atresia,['747.3'],"['Q255', 'q20']"
2294715,Omenn syndrome,['747.3'],"['D812', 'd80', 'D81', '210']"
2294802,Erythroderma,['695.9'],"['L26', 'l26', 'L53']"
2294999,Myelokathexis,"['288.0', '2008']","['L26', 'l26', 'L53']"
2295417,Inverted nipple,['611.8'],"['N645', 'n60', 'O920', 'o85']"
2295709,Microscopic polyangiitis,['446.0'],"['M317', 'm30']"
2296192,Desmoplastic small-round-cell tumor,['446.0'],"['M317', 'm30']"
2296379,Palmar erythema,['695.0'],"['M317', 'm30']"
2304494,Spinocerebellar ataxia,['334'],"['G111', 'g10']"
2315093,Tungiasis,['134.1'],['B881']
2317059,Cyclic neutropenia,['288.0'],['B881']
2322108,Spinal and bulbar muscular atrophy,['335.1'],"['G121', 'g10']"
2322219,Epidemic dropsy,['335.1'],"['T628', 't51']"
2322224,Excoriation disorder,['312.3'],['L98']
2333767,Neonatal jaundice,"['773', '774']","['P58', 'p50', 'P59', 'p50']"
2341839,Posterior vitreous detachment,"['773', '774']","['P58', 'p50', 'P59', 'p50']"
2344134,Arteriovenous fistula,"['414.1', '417.0', '447.0', '747.3']","['I280', 'i26', 'I770', 'i70']"
2347152,Crimean–Congo hemorrhagic fever,['065.0'],"['A980', 'a90']"
2351026,Meningeal carcinomatosis,['065.0'],"['A980', 'a90']"
2353176,Holiday heart syndrome,['065.0'],"['A980', 'a90']"
2356186,Machado–Joseph disease,['334.2'],"['G111', 'g10']"
2357186,Hemifacial microsomia,['758.0'],"['Q90', 'q90']"
2369307,Microtia,"['744.2', '744.0']","['Q172', 'q10']"
2374190,Cerebral amyloid angiopathy,"['744.2', '744.0']","['I680', 'i68']"
2377374,Osteodystrophy,['756.5'],"['Q789', 'q65']"
2381234,Poikilocytosis,['790.0'],"['R71', 'r70']"
2382764,Black hairy tongue,['529.3'],"['K143', 'k00']"
2392601,Plantar fibromatosis,['728.7'],"['M722', 'm70']"
2395718,Synovial osteochondromatosis,['727.8'],"['M714', 'm70']"
2403282,Primary hyperparathyroidism,['252.0'],"['E210', 'e20']"
2406850,Spondylitis,['721.9'],['M46']
2410492,Rickettsialpox,['083.2'],"['A791', 'a75']"
2410914,Cone dystrophy,['083.2'],"['H355', 'h35']"
2412077,Byssinosis,['504'],"['J660', 'j60']"
2422412,Slipped capital femoral epiphysis,['504'],"['J660', 'j60']"
2424636,Ligamentous laxity,['728.4'],"['M242', 'm20']"
2425583,Calcium pyrophosphate dihydrate crystal deposition disease,"['275.4', '712.3']","['M111', 'm05', 'M112', 'm05']"
2431085,Glossitis,['529.0'],['K140']
2434099,Harlequin syndrome,[],['K140']
2435449,SAPHO syndrome,[],['K140']
2441688,Hartnup disease,['270.0'],"['E720', 'e70']"
2445854,Persistent truncus arteriosus,['745.0'],"['Q200', 'q20']"
2456407,Tricuspid atresia,['746.1'],"['Q224', 'q20']"
2460933,Vancomycin-resistant Enterococcus,['746.1'],"['Q224', 'q20']"
2465588,Cataplexy,['347'],"['G474', 'g40']"
2465731,Hamartoma,"['757.3', '759.6']","['Q859', 'q80']"
2467826,Urushiol-induced contact dermatitis,['692.6'],"['L237', 'l20']"
2476314,Smith–Magenis syndrome,['758.3'],"['Q935', 'q93']"
2476442,Chédiak–Higashi syndrome,['288.2'],"['E703', 'e70', 'E70', '340']"
2477010,Neuroendocrine hyperplasia,[],[]
2490112,Glutaric aciduria type 1,[],"['E723', 'e70']"
2507689,X-linked agammaglobulinemia,['279.0'],"['D800', 'd80']"
2522115,Cytomegalovirus retinitis,['078.5'],"['B258', 'b25', 'H309', 'h30']"
2525541,Sandhoff disease,['330.1'],"['E750', 'e70']"
2525600,Carnitine palmitoyltransferase I deficiency,['277.8'],"['E750', 'e70']"
2525632,Carnitine palmitoyltransferase II deficiency,['277.8'],"['E713', 'e71']"
2525674,"GM2-gangliosidosis, AB variant",['277.8'],"['E713', 'e71']"
2530463,Recurrent corneal erosion,['371.4'],"['H160', 'h15', 'H188', 'h15']"
2532889,Valvular heart disease,"['394', '396', '424', '746']","['I05', 'I08', 'I34', 'I37', 'Q22', 'Q23']"
2533397,Patellar tendinitis,['726.6'],"['M765', 'm70']"
2541107,Sturge–Weber syndrome,['759.6'],"['Q858', 'q80']"
2551382,Pleuropulmonary blastoma,['759.6'],"['Q858', 'q80']"
2554499,Merkel-cell carcinoma,['759.6'],"['C44', 'C43', 'C44', 'L44']"
2556386,Morquio syndrome,['277.5'],"['E762', 'e70']"
2556493,Kostmann syndrome,['288.0'],"['D70', 'd70']"
2556566,Sialidosis,['288.0'],"['E771', 'e70']"
2556626,Saccharopinuria,['270.7'],"['E771', 'e70']"
2556681,Erythema induratum,['017.1'],"['A184', 'a15', 'A18', '482']"
2556693,Nodular vasculitis,['017.1'],"['L958', 'l80', 'L95', '850']"
2556839,Phyllodes tumor,['217'],"['C50', 'c50', 'D24', 'd10', 'D486', 'd37']"
2557186,Hemangioendothelioma,['217'],"['C50', 'c50', 'D24', 'd10', 'D486', 'd37']"
2561583,Atrioventricular septal defect,['745.6'],"['Q212', 'q20']"
2562618,Salla disease,['745.6'],"['Q212', 'q20']"
2565995,Pancreatic pseudocyst,['577.2'],"['K863', 'k80']"
2570824,Facioscapulohumeral muscular dystrophy,['359.1'],"['G710', 'g70']"
2571116,Arthropathy,['716.9'],"['M00', 'm00', 'M14', 'm05']"
2571383,Inferior vena cava syndrome,['716.9'],"['I871', 'i80']"
2573463,Giant axonal neuropathy,['716.9'],"['G608', 'g60']"
2573509,Carnitine-acylcarnitine translocase deficiency,['716.9'],"['G608', 'g60']"
2573590,Mitochondrial trifunctional protein deficiency,['716.9'],"['G608', 'g60']"
2573653,Very long-chain acyl-coenzyme A dehydrogenase deficiency,['277.8'],"['G608', 'g60']"
2573709,Spondyloperipheral dysplasia,['277.8'],"['G608', 'g60']"
2573885,Otospondylomegaepiphyseal dysplasia,['277.8'],"['G608', 'g60']"
2573911,Spondyloepiphyseal dysplasia congenita,['756.9'],"['Q777', 'q65']"
2574024,"Spondyloepimetaphyseal dysplasia, Strudwick type",['756.9'],"['Q777', 'q65']"
2574140,Stiff-person syndrome,['333.9'],['G258']
2574340,Multiple endocrine neoplasia type 1,['258.0'],"['D448', 'd37']"
2574378,Multiple endocrine neoplasia type 2,['258.0'],"['D448', 'd37']"
2574411,Pneumonitis,['258.0'],"['D448', 'd37']"
2575985,Herpetic whitlow,['054.6'],"['B008', 'b00']"
2581217,Accessory breast,['757.6'],"['Q831', 'q80']"
2584385,Chrysiasis,['757.6'],"['Q831', 'q80']"
2584413,Ochronosis,['270.2'],"['E702', 'e70', 'E70', '230']"
2590704,Hypophosphatasia,['275.3'],"['E833', 'e70']"
2591531,CHARGE syndrome,['759.8'],['Q878']
2593330,Megacolon,['564.7'],"['K593', 'k55']"
2593831,Skull fracture,"['800.0', '804.9']","['K593', 'k55']"
2593857,Basilar skull fracture,['801.1'],"['S021', 's00']"
2595045,Cowden syndrome,['759.6'],"['S021', 's00']"
2597534,Boerhaave syndrome,['530.4'],"['K223', 'k20']"
2599000,Pityriasis lichenoides chronica,['696.2'],"['L411', 'l40']"
2602327,Hypoaldosteronism,['696.2'],"['E274', 'e20']"
2621580,Lysinuric protein intolerance,['696.2'],"['E723', 'e70']"
2628999,Birdshot chorioretinopathy,['363.2'],"['H309', 'h30']"
2631856,Trisomy 8,['758'],"['Q92', 'q90']"
2632974,Tarsal tunnel syndrome,['355.5'],"['G575', 'g50']"
2659093,Johnson–Munson syndrome,[],"['G575', 'g50']"
2662397,Hereditary inclusion body myopathy,[],"['G575', 'g50']"
2670970,Fraser syndrome,[],"['Q870', 'q87']"
2675115,Sideroblastic anemia,['285.0'],"['D640', 'd60', 'D643', 'd60']"
2675131,Siderosis,['503'],"['J634', 'j60']"
2684401,Relapsing polychondritis,['733.9'],"['M941', 'm91']"
2685011,Gas gangrene,['040.0'],"['A480', 'a30']"
2686371,Tropical spastic paraparesis,['040.0'],"['G041', 'g00']"
2703094,Parkinson plus syndrome,['040.0'],"['G041', 'g00']"
2707116,VACTERL association,['040.0'],"['Q872', 'q80']"
2707423,Leber's congenital amaurosis,['362.7'],"['H355', 'h53']"
2719420,Hemangiopericytoma,['362.7'],"['H355', 'h53']"
2730682,Bullous pemphigoid,['694.5'],"['L120', 'l10']"
2734770,Urticaria pigmentosa,['757.3'],"['Q822', 'q80']"
2737109,Bangstad syndrome,['757.3'],"['Q822', 'q80']"
2742901,Desmoplastic fibroma,['757.3'],"['Q822', 'q80']"
2755777,Zadik–Barak–Levin syndrome,[],[]
2763739,Cherubism,['526.8'],"['K108', 'k00']"
2769439,PANDAS,['279.4'],['D89']
2771697,Nonunion,['279.4'],"['M841', 'm80', 'M960', 'm95']"
2775601,Myotonia congenita,['359.2'],"['G711', 'g70']"
2780034,Antidepressant discontinuation syndrome,[],"['Y49', 'Y49', 'Y49']"
2785255,Carotid artery stenosis,['433.1'],"['I652', 'i60']"
2785957,Polymer fume fever,['987.8'],"['I652', 'i60']"
2791679,Leukocyte adhesion deficiency,['987.8'],"['I652', 'i60']"
2792071,Neurofibromatosis type II,['237.7'],"['D33', 'd10', 'Q850', 'q80', 'Q85', '020']"
2798373,Cutaneous leishmaniasis,"['085.1', '085.4']","['B551', 'b50']"
2799360,Hypertensive emergency,"['401', '405']","['I10', 'i10']"
2801308,Hypogammaglobulinemia,['279.0'],"['D800', 'd80', 'D801', 'd80']"
2807801,Köhler disease,['732.5'],"['M926', 'm91']"
2809404,Hirsuties coronae glandis,['732.5'],"['M926', 'm91']"
2812465,Reactive arthritis,['099.3'],"['M02', 'm00']"
2812725,Diabetes mellitus type 1,['250.0'],"['E10', 'e10']"
2833912,Keratoderma blennorrhagicum,['701.1'],"['E10', 'e10']"
2834063,Peanut allergy,['995.6'],"['T78', 'T78', 'L23', 'L27', 'Z91']"
2839912,Rhinitis medicamentosa,['472.0'],"['T78', 'T78', 'L23', 'L27', 'Z91']"
2841957,Myositis ossificans,['472.0'],"['T78', 'T78', 'L23', 'L27', 'Z91']"
2842604,Warm antibody autoimmune hemolytic anemia,['283.0'],"['D591', 'd55']"
2844680,Corticobasal degeneration,['331.6'],"['D591', 'd55']"
2847503,Thin basement membrane disease,['331.6'],"['N058', 'n05']"
2849297,Oppositional defiant disorder,['313.8'],['F91']
2853212,Carpenter syndrome,['313.8'],"['Q870', 'q80']"
2855703,Dubin–Johnson syndrome,['277.4'],"['E806', 'e70']"
2857900,Premature atrial contraction,['427.6'],"['I491', 'i30']"
2858614,Mitochondrial myopathy,['427.6'],"['G713', 'g70']"
2891985,Neuroma,['427.6'],"['G713', 'g70']"
2895048,Pulled elbow,['832.0'],"['S530', 's50']"
2898867,Waldenström's macroglobulinemia,['273.3'],"['C880', 'c81']"
2905734,Pyuria,['791.9'],['N390']
2908246,Enthesopathy,['726'],"['M76', 'm70', 'M779', 'm70']"
2920293,Periostitis,['730'],"['M901', 'm86']"
2927899,Metachondromatosis,['730'],"['M901', 'm86']"
2930584,Visceral leishmaniasis,['085.0'],"['B550', 'b50']"
2933134,Hyphema,['364.4'],"['H210', 'h15']"
2936309,Periodic paralysis,['359.3'],"['G723', 'g70']"
2939018,California encephalitis virus,['062.5'],"['A835', 'a80']"
2943472,Cryptogenic organizing pneumonia,['516.8'],['J840']
2949731,Erythema nodosum,"['695.2', '017.1']","['L52', 'l50']"
2950744,Cardiac asthma,['428.1'],"['I501', 'i30']"
2950938,Hypochondroplasia,['428.1'],"['Q774', 'q65']"
2955804,Keratomalacia,"['264.4', '371.4']","['Q774', 'q65']"
2956932,Pouchitis,"['264.4', '371.4']","['Q774', 'q65']"
2959528,Intracerebral hemorrhage,['431'],"['I61', 'i60', 'P101', 'p10']"
2959537,Adie syndrome,['379.4'],['H570']
2959621,Intraparenchymal hemorrhage,['431'],['I61']
2966179,Hemoglobin C,['282.7'],"['D582', 'd55']"
2966201,Neurofibroma,['282.7'],"['D582', 'd55']"
2970847,Microscopic colitis,['558.9'],['K528']
2975098,Glycogen storage disease type IV,['271.0'],"['E740', 'e70']"
2975398,Glycogen storage disease type III,['271.0'],"['E740', 'e70']"
2975468,Glycogen storage disease type 0,['271.0'],"['E740', 'e70']"
2981581,Internuclear ophthalmoplegia,['378.8'],"['H512', 'h49']"
2991562,Paget–Schroetter disease,['453.8'],"['I828', 'i80']"
2994830,Secondary hypertension,['405'],"['I15', 'i10']"
2994943,Paroxysmal tachycardia,['427.2'],"['I47', 'i30']"
3005129,Blepharospasm,['333.8'],"['G245', 'g20']"
3011148,Common variable immunodeficiency,['279.0'],"['D83', 'd80']"
3011649,Chromium deficiency,['279.0'],"['E614', 'e50']"
3019206,Meralgia paraesthetica,['355.1'],"['G571', 'g50']"
3021700,Kearns–Sayre syndrome,['277.8'],"['H498', 'h49']"
3029057,Magnesium deficiency (medicine),['277.8'],"['E612', 'e50']"
3031150,Acute interstitial pneumonitis,['516.3'],"['J841', 'j80']"
3036845,Lymphoproliferative disorders,['238.7'],"['D479', 'd47']"
3037012,Monocytic leukemia,['206'],"['C93', 'c81']"
3037267,Sézary disease,['202.2'],"['C841', 'c81']"
3037613,Plasmacytoma,['238.6'],"['C902', 'c81']"
3039626,Anisocoria,['379.4'],"['H570', 'h55']"
3042204,Male infertility,['606'],"['N46', 'n40']"
3046074,Metabolic alkalosis,['276.3'],"['E873', 'e70']"
3055114,Respiratory disease,"['460', '519']","['J00', 'j00', 'J99', 'j95']"
3055944,Parinaud's syndrome,['378.8'],"['G463', 'g40']"
3058906,Pure autonomic failure,['378.8'],"['G463', 'g40']"
3059242,Cervical intraepithelial neoplasia,"['233.1', '622.1']","['D06', 'd00', 'N87', 'n80']"
3062417,Hyperlysinemia,['270.7'],"['E723', 'e72']"
3062597,ABCD syndrome,['270.7'],"['E723', 'e72']"
3062619,Thyroid disease,"['240', '246', '759.1', '759.2']","['E723', 'e72']"
3062666,Abdallat–Davis–Farrage syndrome,"['240', '246', '759.1', '759.2']","['E723', 'e72']"
3062826,SHORT syndrome,"['240', '246', '759.1', '759.2']","['E723', 'e72']"
3063000,Lymphangioma,"['240', '246', '759.1', '759.2']","['D18', 'D18', '100']"
3065462,Arteriolosclerosis,"['240', '246', '759.1', '759.2']","['D18', 'D18', '100']"
3070174,Ackerman syndrome,"['240', '246', '759.1', '759.2']","['D18', 'D18', '100']"
3071332,Subacute bacterial endocarditis,['421.0'],"['I330', 'i30']"
3073316,Pilocytic astrocytoma,['191'],"['C71', 'c69']"
3076958,Dyskeratosis congenita,['757.3'],"['Q828', 'q80']"
3076988,Cartilage–hair hypoplasia,['757.3'],"['Q828', 'q80']"
3078781,Keratoderma,['757.3'],"['L851', 'l80', 'L86', 'l80', 'Q828', 'q80']"
3079120,Phakomatosis,"['759.5', '759.6']","['Q85', 'q80']"
3083190,Hyperviscosity syndrome,[],[]
3083238,Paraproteinemia,"['273.1', '273.2']",[]
3083261,Macroglobulinemia,['273.3'],[]
3085380,VIPoma,['273.3'],"['C254', 'c15', 'E168', 'e15']"
3087406,Morton's neuroma,['355.6'],"['G576', 'g50']"
3093096,Onycholysis,['703.8'],['L601']
3104526,Sever's disease,['732.5'],['M926']
3107233,Flail chest,['807.4'],"['S225', 's20']"
3109674,Gastrinoma,['807.4'],"['S225', 's20']"
3112814,Microsporidiosis,['136.8'],"['B608', 'b50']"
3114537,Pyoderma gangrenosum,['686.0'],"['L88', 'l80']"
3117789,Angiomatosis,['686.0'],"['L88', 'l80']"
3117826,Arachnoid cyst,['348.0'],['G930']
3117928,Venous ulcer,['454.0'],"['I830', 'i80', 'I832', 'i80', 'L97']"
3125085,Polymorphous light eruption,['692.7'],"['L564', 'l55']"
3125562,Sugarman syndrome,['692.7'],"['L564', 'l55']"
3132519,Subacute sclerosing panencephalitis,['046.2'],"['A811', 'a80']"
3137506,Trophoblastic neoplasm,['046.2'],"['A811', 'a80']"
3138848,Erythrasma,['039.0'],"['L081', 'l00']"
3144383,Warthin's tumor,['210.2'],"['D11', 'd10']"
3144423,Pleomorphic adenoma,['210.2'],"['D11', 'd10']"
3145567,Polyostotic fibrous dysplasia,['756.5'],"['Q781', 'q65']"
3150808,Hyperaldosteronism,['255.1'],"['E26', 'e20']"
3153153,Behr syndrome,['255.1'],"['E26', 'e20']"
3154336,Thyroiditis,['245'],"['E06', 'e00']"
3158012,Toxic multinodular goitre,['242.3'],"['E052', 'e00']"
3162136,Gangliosidosis,['330.1'],"['E750', 'e70', 'E751', 'e70']"
3163434,Biotinidase deficiency,['277.6'],"['E538', 'e53']"
3165058,Vertebrobasilar insufficiency,['435.3'],"['G450', 'g40']"
3167462,Diabetic angiopathy,['250.7'],"['G450', 'g40']"
3167911,Erythema ab igne,['692.8'],"['L590', 'l55']"
3167998,Keratosis,['692.8'],"['L590', 'l55']"
3168325,Parapsoriasis,['696.2'],"['L41', 'l40']"
3168481,Livedo reticularis,['782.6'],"['R231', 'r20']"
